Num1,Sign,Num2,Equals,SIGN_ADD,SIGN_SUB,SIGN_MULT,SIGN_DIV
44,-,76,-32,0,1,0,0
45,*,4,180,0,0,1,0
13,/,2,6.5,0,0,0,1
29,+,69,98,1,0,0,0
50,-,60,-10,0,1,0,0
19,*,24,456,0,0,1,0
83,/,7,11.85714286,0,0,0,1
83,+,24,107,1,0,0,0
55,-,33,22,0,1,0,0
41,*,77,3157,0,0,1,0
40,/,5,8,0,0,0,1
78,+,30,108,1,0,0,0
67,-,92,-25,0,1,0,0
70,*,7,490,0,0,1,0
80,/,85,0.941176471,0,0,0,1
73,+,56,129,1,0,0,0
24,-,74,-50,0,1,0,0
62,*,47,2914,0,0,1,0
90,/,2,45,0,0,0,1
4,+,82,86,1,0,0,0
71,-,68,3,0,1,0,0
90,*,14,1260,0,0,1,0
21,/,86,0.244186047,0,0,0,1
93,+,44,137,1,0,0,0
63,-,46,17,0,1,0,0
9,*,83,747,0,0,1,0
52,/,23,2.260869565,0,0,0,1
45,+,15,60,1,0,0,0
91,-,62,29,0,1,0,0
42,*,56,2352,0,0,1,0
88,/,8,11,0,0,0,1
22,+,59,81,1,0,0,0
92,-,92,0,0,1,0,0
47,*,22,1034,0,0,1,0
27,/,68,0.397058824,0,0,0,1
94,+,43,137,1,0,0,0
11,-,50,-39,0,1,0,0
54,*,2,108,0,0,1,0
63,/,67,0.940298507,0,0,0,1
73,+,50,123,1,0,0,0
64,-,4,60,0,1,0,0
33,*,51,1683,0,0,1,0
8,/,45,0.177777778,0,0,0,1
65,+,58,123,1,0,0,0
30,-,49,-19,0,1,0,0
2,*,23,46,0,0,1,0
87,/,82,1.06097561,0,0,0,1
40,+,46,86,1,0,0,0
60,-,53,7,0,1,0,0
46,*,37,1702,0,0,1,0
42,/,86,0.488372093,0,0,0,1
93,+,46,139,1,0,0,0
8,-,81,-73,0,1,0,0
85,*,19,1615,0,0,1,0
52,/,55,0.945454545,0,0,0,1
91,+,18,109,1,0,0,0
47,-,99,-52,0,1,0,0
72,*,42,3024,0,0,1,0
80,/,55,1.454545455,0,0,0,1
51,+,37,88,1,0,0,0
97,-,7,90,0,1,0,0
64,*,85,5440,0,0,1,0
11,/,65,0.169230769,0,0,0,1
52,+,67,119,1,0,0,0
8,-,56,-48,0,1,0,0
37,*,88,3256,0,0,1,0
22,/,31,0.709677419,0,0,0,1
76,+,32,108,1,0,0,0
35,-,40,-5,0,1,0,0
97,*,13,1261,0,0,1,0
9,/,15,0.6,0,0,0,1
100,+,82,182,1,0,0,0
98,-,54,44,0,1,0,0
18,*,19,342,0,0,1,0
83,/,54,1.537037037,0,0,0,1
36,+,99,135,1,0,0,0
50,-,19,31,0,1,0,0
65,*,70,4550,0,0,1,0
27,/,67,0.402985075,0,0,0,1
70,+,99,169,1,0,0,0
26,-,1,25,0,1,0,0
37,*,68,2516,0,0,1,0
41,/,62,0.661290323,0,0,0,1
80,+,77,157,1,0,0,0
27,-,1,26,0,1,0,0
56,*,42,2352,0,0,1,0
63,/,43,1.465116279,0,0,0,1
65,+,36,101,1,0,0,0
92,-,43,49,0,1,0,0
91,*,19,1729,0,0,1,0
59,/,80,0.7375,0,0,0,1
73,+,83,156,1,0,0,0
76,-,81,-5,0,1,0,0
19,*,22,418,0,0,1,0
12,+,23,35,1,0,0,0
2,-,73,-71,0,1,0,0
10,*,75,750,0,0,1,0
45,/,65,0.692307692,0,0,0,1
56,+,55,111,1,0,0,0
11,-,34,-23,0,1,0,0
32,*,13,416,0,0,1,0
84,/,14,6,0,0,0,1
67,+,94,161,1,0,0,0
35,-,50,-15,0,1,0,0
87,*,60,5220,0,0,1,0
7,/,31,0.225806452,0,0,0,1
78,+,98,176,1,0,0,0
41,-,39,2,0,1,0,0
14,*,34,476,0,0,1,0
89,/,36,2.472222222,0,0,0,1
4,+,36,40,1,0,0,0
57,-,62,-5,0,1,0,0
71,*,42,2982,0,0,1,0
37,/,68,0.544117647,0,0,0,1
1,+,34,35,1,0,0,0
85,-,86,-1,0,1,0,0
49,*,40,1960,0,0,1,0
26,/,32,0.8125,0,0,0,1
75,+,81,156,1,0,0,0
56,-,67,-11,0,1,0,0
83,*,79,6557,0,0,1,0
95,/,17,5.588235294,0,0,0,1
38,+,29,67,1,0,0,0
82,-,33,49,0,1,0,0
3,*,25,75,0,0,1,0
96,/,99,0.96969697,0,0,0,1
16,+,97,113,1,0,0,0
52,-,5,47,0,1,0,0
52,*,23,1196,0,0,1,0
66,/,47,1.404255319,0,0,0,1
63,+,14,77,1,0,0,0
77,-,98,-21,0,1,0,0
46,*,68,3128,0,0,1,0
30,/,52,0.576923077,0,0,0,1
29,+,69,98,1,0,0,0
33,-,29,4,0,1,0,0
5,*,9,45,0,0,1,0
3,/,57,0.052631579,0,0,0,1
28,+,12,40,1,0,0,0
6,-,63,-57,0,1,0,0
65,*,55,3575,0,0,1,0
14,/,56,0.25,0,0,0,1
62,+,85,147,1,0,0,0
27,-,85,-58,0,1,0,0
9,*,95,855,0,0,1,0
83,/,1,83,0,0,0,1
77,+,36,113,1,0,0,0
21,-,49,-28,0,1,0,0
3,*,99,297,0,0,1,0
52,/,81,0.641975309,0,0,0,1
13,+,16,29,1,0,0,0
90,-,55,35,0,1,0,0
23,*,94,2162,0,0,1,0
20,/,34,0.588235294,0,0,0,1
14,+,15,29,1,0,0,0
2,-,12,-10,0,1,0,0
73,*,13,949,0,0,1,0
18,/,34,0.529411765,0,0,0,1
27,+,37,64,1,0,0,0
62,-,76,-14,0,1,0,0
26,*,97,2522,0,0,1,0
27,/,73,0.369863014,0,0,0,1
15,+,80,95,1,0,0,0
48,-,65,-17,0,1,0,0
43,*,28,1204,0,0,1,0
98,/,91,1.076923077,0,0,0,1
70,+,31,101,1,0,0,0
2,-,70,-68,0,1,0,0
14,*,20,280,0,0,1,0
10,/,84,0.119047619,0,0,0,1
29,+,42,71,1,0,0,0
85,-,13,72,0,1,0,0
71,*,54,3834,0,0,1,0
69,/,51,1.352941176,0,0,0,1
8,+,56,64,1,0,0,0
35,-,43,-8,0,1,0,0
95,*,88,8360,0,0,1,0
74,/,38,1.947368421,0,0,0,1
64,+,9,73,1,0,0,0
29,-,69,-40,0,1,0,0
27,*,40,1080,0,0,1,0
100,/,59,1.694915254,0,0,0,1
24,+,53,77,1,0,0,0
88,-,31,57,0,1,0,0
82,*,77,6314,0,0,1,0
40,/,1,40,0,0,0,1
59,+,27,86,1,0,0,0
43,-,36,7,0,1,0,0
10,*,68,680,0,0,1,0
13,/,75,0.173333333,0,0,0,1
51,+,94,145,1,0,0,0
54,-,35,19,0,1,0,0
38,*,73,2774,0,0,1,0
73,/,88,0.829545455,0,0,0,1
79,+,26,105,1,0,0,0
75,-,33,42,0,1,0,0
94,*,65,6110,0,0,1,0
32,/,69,0.463768116,0,0,0,1
65,+,5,70,1,0,0,0
80,-,87,-7,0,1,0,0
16,*,94,1504,0,0,1,0
78,/,62,1.258064516,0,0,0,1
11,+,48,59,1,0,0,0
90,-,23,67,0,1,0,0
91,*,97,8827,0,0,1,0
58,/,18,3.222222222,0,0,0,1
54,+,4,58,1,0,0,0
69,-,2,67,0,1,0,0
66,*,9,594,0,0,1,0
88,/,56,1.571428571,0,0,0,1
74,+,69,143,1,0,0,0
24,-,27,-3,0,1,0,0
53,*,40,2120,0,0,1,0
75,/,12,6.25,0,0,0,1
33,+,49,82,1,0,0,0
84,-,11,73,0,1,0,0
7,*,91,637,0,0,1,0
96,/,70,1.371428571,0,0,0,1
66,+,78,144,1,0,0,0
32,-,1,31,0,1,0,0
37,*,65,2405,0,0,1,0
80,/,82,0.975609756,0,0,0,1
90,+,40,130,1,0,0,0
14,-,74,-60,0,1,0,0
62,*,18,1116,0,0,1,0
18,/,66,0.272727273,0,0,0,1
74,+,83,157,1,0,0,0
31,-,14,17,0,1,0,0
34,*,62,2108,0,0,1,0
25,/,95,0.263157895,0,0,0,1
35,+,39,74,1,0,0,0
69,-,67,2,0,1,0,0
11,*,93,1023,0,0,1,0
15,/,37,0.405405405,0,0,0,1
91,+,52,143,1,0,0,0
23,-,39,-16,0,1,0,0
58,*,8,464,0,0,1,0
2,/,57,0.035087719,0,0,0,1
68,+,13,81,1,0,0,0
62,-,68,-6,0,1,0,0
5,*,43,215,0,0,1,0
86,/,33,2.606060606,0,0,0,1
29,+,72,101,1,0,0,0
64,-,57,7,0,1,0,0
45,*,50,2250,0,0,1,0
94,/,5,18.8,0,0,0,1
40,+,39,79,1,0,0,0
49,-,30,19,0,1,0,0
48,*,90,4320,0,0,1,0
93,/,51,1.823529412,0,0,0,1
46,+,69,115,1,0,0,0
74,-,35,39,0,1,0,0
30,*,29,870,0,0,1,0
61,/,6,10.16666667,0,0,0,1
9,+,92,101,1,0,0,0
88,-,32,56,0,1,0,0
42,*,79,3318,0,0,1,0
17,/,26,0.653846154,0,0,0,1
27,+,21,48,1,0,0,0
95,-,43,52,0,1,0,0
59,*,61,3599,0,0,1,0
65,/,71,0.915492958,0,0,0,1
92,+,33,125,1,0,0,0
75,-,83,-8,0,1,0,0
37,*,34,1258,0,0,1,0
4,/,62,0.064516129,0,0,0,1
3,+,76,79,1,0,0,0
69,-,34,35,0,1,0,0
61,*,34,2074,0,0,1,0
15,/,61,0.245901639,0,0,0,1
60,+,44,104,1,0,0,0
14,-,45,-31,0,1,0,0
14,*,93,1302,0,0,1,0
58,/,6,9.666666667,0,0,0,1
93,+,73,166,1,0,0,0
51,-,13,38,0,1,0,0
74,*,60,4440,0,0,1,0
93,/,49,1.897959184,0,0,0,1
96,+,15,111,1,0,0,0
58,-,22,36,0,1,0,0
28,*,69,1932,0,0,1,0
45,/,51,0.882352941,0,0,0,1
50,+,1,51,1,0,0,0
82,-,30,52,0,1,0,0
36,*,8,288,0,0,1,0
90,/,33,2.727272727,0,0,0,1
99,+,76,175,1,0,0,0
29,-,95,-66,0,1,0,0
43,*,47,2021,0,0,1,0
92,/,61,1.508196721,0,0,0,1
47,+,63,110,1,0,0,0
6,-,94,-88,0,1,0,0
37,*,56,2072,0,0,1,0
20,/,1,20,0,0,0,1
42,+,35,77,1,0,0,0
16,-,87,-71,0,1,0,0
75,*,58,4350,0,0,1,0
90,/,44,2.045454545,0,0,0,1
47,+,10,57,1,0,0,0
48,-,54,-6,0,1,0,0
61,*,17,1037,0,0,1,0
66,/,96,0.6875,0,0,0,1
75,+,4,79,1,0,0,0
54,-,61,-7,0,1,0,0
62,*,3,186,0,0,1,0
96,/,48,2,0,0,0,1
7,+,86,93,1,0,0,0
76,-,50,26,0,1,0,0
86,*,9,774,0,0,1,0
56,/,94,0.595744681,0,0,0,1
72,+,85,157,1,0,0,0
50,-,8,42,0,1,0,0
26,*,95,2470,0,0,1,0
40,/,13,3.076923077,0,0,0,1
24,+,88,112,1,0,0,0
5,-,59,-54,0,1,0,0
19,*,72,1368,0,0,1,0
75,/,17,4.411764706,0,0,0,1
70,+,66,136,1,0,0,0
27,-,34,-7,0,1,0,0
48,*,27,1296,0,0,1,0
8,/,94,0.085106383,0,0,0,1
100,+,87,187,1,0,0,0
32,-,64,-32,0,1,0,0
74,*,78,5772,0,0,1,0
74,/,16,4.625,0,0,0,1
22,+,54,76,1,0,0,0
90,-,95,-5,0,1,0,0
77,*,57,4389,0,0,1,0
47,/,46,1.02173913,0,0,0,1
76,+,0,76,1,0,0,0
3,-,92,-89,0,1,0,0
82,*,55,4510,0,0,1,0
78,/,78,1,0,0,0,1
34,+,46,80,1,0,0,0
72,-,7,65,0,1,0,0
46,*,98,4508,0,0,1,0
80,/,97,0.824742268,0,0,0,1
7,+,24,31,1,0,0,0
34,-,3,31,0,1,0,0
21,*,95,1995,0,0,1,0
22,/,93,0.23655914,0,0,0,1
31,+,81,112,1,0,0,0
83,-,2,81,0,1,0,0
6,*,70,420,0,0,1,0
23,/,60,0.383333333,0,0,0,1
18,+,43,61,1,0,0,0
80,-,53,27,0,1,0,0
64,*,65,4160,0,0,1,0
99,/,3,33,0,0,0,1
23,+,23,46,1,0,0,0
96,-,9,87,0,1,0,0
21,*,44,924,0,0,1,0
79,/,98,0.806122449,0,0,0,1
61,+,83,144,1,0,0,0
72,-,68,4,0,1,0,0
52,*,89,4628,0,0,1,0
35,/,3,11.66666667,0,0,0,1
42,+,49,91,1,0,0,0
72,-,11,61,0,1,0,0
6,*,72,432,0,0,1,0
50,/,75,0.666666667,0,0,0,1
53,+,48,101,1,0,0,0
46,-,38,8,0,1,0,0
4,*,29,116,0,0,1,0
29,/,31,0.935483871,0,0,0,1
99,+,58,157,1,0,0,0
26,-,68,-42,0,1,0,0
88,*,5,440,0,0,1,0
39,/,23,1.695652174,0,0,0,1
30,+,63,93,1,0,0,0
18,-,4,14,0,1,0,0
67,*,12,804,0,0,1,0
24,/,80,0.3,0,0,0,1
71,+,77,148,1,0,0,0
52,-,72,-20,0,1,0,0
9,*,72,648,0,0,1,0
95,/,75,1.266666667,0,0,0,1
96,+,74,170,1,0,0,0
32,-,16,16,0,1,0,0
7,*,21,147,0,0,1,0
46,/,99,0.464646465,0,0,0,1
12,+,77,89,1,0,0,0
35,-,97,-62,0,1,0,0
73,*,84,6132,0,0,1,0
5,/,18,0.277777778,0,0,0,1
13,+,18,31,1,0,0,0
33,-,14,19,0,1,0,0
27,*,82,2214,0,0,1,0
60,/,3,20,0,0,0,1
30,+,26,56,1,0,0,0
34,-,79,-45,0,1,0,0
53,*,2,106,0,0,1,0
58,/,40,1.45,0,0,0,1
68,+,13,81,1,0,0,0
37,-,65,-28,0,1,0,0
91,*,31,2821,0,0,1,0
2,/,96,0.020833333,0,0,0,1
67,+,9,76,1,0,0,0
65,-,61,4,0,1,0,0
61,*,14,854,0,0,1,0
1,/,41,0.024390244,0,0,0,1
46,+,99,145,1,0,0,0
58,-,28,30,0,1,0,0
20,*,13,260,0,0,1,0
6,/,35,0.171428571,0,0,0,1
16,+,47,63,1,0,0,0
98,-,1,97,0,1,0,0
26,*,19,494,0,0,1,0
74,/,89,0.831460674,0,0,0,1
66,+,53,119,1,0,0,0
99,-,34,65,0,1,0,0
70,*,73,5110,0,0,1,0
7,/,68,0.102941176,0,0,0,1
38,+,29,67,1,0,0,0
49,-,25,24,0,1,0,0
77,*,24,1848,0,0,1,0
86,/,79,1.088607595,0,0,0,1
75,+,16,91,1,0,0,0
23,-,18,5,0,1,0,0
86,*,46,3956,0,0,1,0
98,/,22,4.454545455,0,0,0,1
53,+,46,99,1,0,0,0
81,-,81,0,0,1,0,0
47,*,28,1316,0,0,1,0
55,/,44,1.25,0,0,0,1
45,+,92,137,1,0,0,0
55,-,94,-39,0,1,0,0
29,*,11,319,0,0,1,0
1,/,49,0.020408163,0,0,0,1
87,+,68,155,1,0,0,0
92,-,75,17,0,1,0,0
30,*,25,750,0,0,1,0
96,/,1,96,0,0,0,1
96,+,51,147,1,0,0,0
87,-,83,4,0,1,0,0
72,*,15,1080,0,0,1,0
80,/,85,0.941176471,0,0,0,1
30,+,76,106,1,0,0,0
86,-,22,64,0,1,0,0
8,*,2,16,0,0,1,0
2,/,71,0.028169014,0,0,0,1
28,+,80,108,1,0,0,0
32,-,34,-2,0,1,0,0
53,*,26,1378,0,0,1,0
18,/,73,0.246575342,0,0,0,1
80,+,10,90,1,0,0,0
10,-,33,-23,0,1,0,0
54,*,41,2214,0,0,1,0
0,/,81,0,0,0,0,1
36,+,40,76,1,0,0,0
99,-,22,77,0,1,0,0
80,*,97,7760,0,0,1,0
17,/,11,1.545454545,0,0,0,1
13,+,99,112,1,0,0,0
81,-,96,-15,0,1,0,0
35,*,97,3395,0,0,1,0
74,/,10,7.4,0,0,0,1
65,+,42,107,1,0,0,0
80,-,68,12,0,1,0,0
1,*,47,47,0,0,1,0
47,/,20,2.35,0,0,0,1
29,+,54,83,1,0,0,0
83,-,30,53,0,1,0,0
23,*,22,506,0,0,1,0
8,/,22,0.363636364,0,0,0,1
81,+,45,126,1,0,0,0
16,-,8,8,0,1,0,0
64,*,12,768,0,0,1,0
68,/,63,1.079365079,0,0,0,1
1,+,85,86,1,0,0,0
91,-,22,69,0,1,0,0
18,*,51,918,0,0,1,0
50,/,82,0.609756098,0,0,0,1
94,+,69,163,1,0,0,0
34,-,58,-24,0,1,0,0
34,*,24,816,0,0,1,0
85,/,29,2.931034483,0,0,0,1
31,+,85,116,1,0,0,0
92,-,59,33,0,1,0,0
88,*,82,7216,0,0,1,0
4,/,20,0.2,0,0,0,1
50,+,43,93,1,0,0,0
84,-,87,-3,0,1,0,0
100,*,41,4100,0,0,1,0
65,/,59,1.101694915,0,0,0,1
41,+,36,77,1,0,0,0
1,-,21,-20,0,1,0,0
98,*,5,490,0,0,1,0
19,/,5,3.8,0,0,0,1
76,+,86,162,1,0,0,0
8,-,80,-72,0,1,0,0
3,*,97,291,0,0,1,0
15,/,34,0.441176471,0,0,0,1
54,+,82,136,1,0,0,0
89,-,28,61,0,1,0,0
25,*,8,200,0,0,1,0
43,/,92,0.467391304,0,0,0,1
97,+,81,178,1,0,0,0
61,-,70,-9,0,1,0,0
31,*,77,2387,0,0,1,0
2,/,32,0.0625,0,0,0,1
86,+,24,110,1,0,0,0
63,-,58,5,0,1,0,0
80,*,89,7120,0,0,1,0
76,/,14,5.428571429,0,0,0,1
36,+,62,98,1,0,0,0
42,-,5,37,0,1,0,0
97,*,2,194,0,0,1,0
75,/,16,4.6875,0,0,0,1
56,+,78,134,1,0,0,0
36,-,16,20,0,1,0,0
41,*,46,1886,0,0,1,0
2,/,30,0.066666667,0,0,0,1
90,+,0,90,1,0,0,0
69,-,19,50,0,1,0,0
63,*,59,3717,0,0,1,0
60,/,31,1.935483871,0,0,0,1
27,+,12,39,1,0,0,0
61,-,89,-28,0,1,0,0
39,*,1,39,0,0,1,0
64,/,79,0.810126582,0,0,0,1
14,+,85,99,1,0,0,0
59,-,49,10,0,1,0,0
29,*,1,29,0,0,1,0
49,/,3,16.33333333,0,0,0,1
52,+,65,117,1,0,0,0
40,-,63,-23,0,1,0,0
19,*,67,1273,0,0,1,0
27,/,99,0.272727273,0,0,0,1
30,+,37,67,1,0,0,0
44,-,92,-48,0,1,0,0
86,*,45,3870,0,0,1,0
44,/,94,0.468085106,0,0,0,1
40,+,27,67,1,0,0,0
24,-,9,15,0,1,0,0
21,*,73,1533,0,0,1,0
65,/,9,7.222222222,0,0,0,1
1,+,8,9,1,0,0,0
2,-,84,-82,0,1,0,0
31,*,32,992,0,0,1,0
70,/,13,5.384615385,0,0,0,1
3,+,81,84,1,0,0,0
23,-,3,20,0,1,0,0
98,*,77,7546,0,0,1,0
64,/,97,0.659793814,0,0,0,1
12,+,85,97,1,0,0,0
33,-,9,24,0,1,0,0
9,*,62,558,0,0,1,0
4,/,42,0.095238095,0,0,0,1
95,+,95,190,1,0,0,0
59,-,94,-35,0,1,0,0
30,*,80,2400,0,0,1,0
61,/,50,1.22,0,0,0,1
22,+,23,45,1,0,0,0
24,-,65,-41,0,1,0,0
49,*,25,1225,0,0,1,0
3,/,48,0.0625,0,0,0,1
0,+,72,72,1,0,0,0
51,-,8,43,0,1,0,0
5,*,24,120,0,0,1,0
61,/,98,0.62244898,0,0,0,1
50,+,88,138,1,0,0,0
2,-,53,-51,0,1,0,0
39,*,73,2847,0,0,1,0
20,/,21,0.952380952,0,0,0,1
38,+,54,92,1,0,0,0
99,-,99,0,0,1,0,0
40,*,0,0,0,0,1,0
57,/,88,0.647727273,0,0,0,1
15,+,74,89,1,0,0,0
53,-,65,-12,0,1,0,0
85,*,54,4590,0,0,1,0
58,/,6,9.666666667,0,0,0,1
47,+,71,118,1,0,0,0
5,-,80,-75,0,1,0,0
5,*,91,455,0,0,1,0
42,/,71,0.591549296,0,0,0,1
15,+,9,24,1,0,0,0
93,-,24,69,0,1,0,0
5,*,82,410,0,0,1,0
48,/,25,1.92,0,0,0,1
69,+,70,139,1,0,0,0
14,-,85,-71,0,1,0,0
29,*,59,1711,0,0,1,0
100,/,51,1.960784314,0,0,0,1
89,+,95,184,1,0,0,0
34,-,91,-57,0,1,0,0
10,*,69,690,0,0,1,0
21,/,54,0.388888889,0,0,0,1
17,+,43,60,1,0,0,0
96,-,85,11,0,1,0,0
21,*,83,1743,0,0,1,0
36,/,33,1.090909091,0,0,0,1
44,+,88,132,1,0,0,0
47,-,22,25,0,1,0,0
75,*,45,3375,0,0,1,0
85,/,91,0.934065934,0,0,0,1
85,+,85,170,1,0,0,0
57,-,53,4,0,1,0,0
75,*,14,1050,0,0,1,0
30,/,43,0.697674419,0,0,0,1
43,+,11,54,1,0,0,0
90,-,22,68,0,1,0,0
73,*,44,3212,0,0,1,0
55,/,72,0.763888889,0,0,0,1
97,+,33,130,1,0,0,0
12,-,4,8,0,1,0,0
26,*,47,1222,0,0,1,0
53,/,94,0.563829787,0,0,0,1
61,+,65,126,1,0,0,0
31,-,12,19,0,1,0,0
39,*,85,3315,0,0,1,0
78,/,83,0.939759036,0,0,0,1
90,+,60,150,1,0,0,0
35,-,92,-57,0,1,0,0
80,*,16,1280,0,0,1,0
2,/,83,0.024096386,0,0,0,1
81,+,3,84,1,0,0,0
42,-,74,-32,0,1,0,0
3,*,24,72,0,0,1,0
16,/,55,0.290909091,0,0,0,1
9,+,67,76,1,0,0,0
33,-,59,-26,0,1,0,0
51,*,18,918,0,0,1,0
17,/,96,0.177083333,0,0,0,1
68,+,7,75,1,0,0,0
29,-,74,-45,0,1,0,0
92,*,75,6900,0,0,1,0
46,/,17,2.705882353,0,0,0,1
57,+,25,82,1,0,0,0
42,-,32,10,0,1,0,0
72,*,100,7200,0,0,1,0
83,/,23,3.608695652,0,0,0,1
88,+,31,119,1,0,0,0
50,-,51,-1,0,1,0,0
77,*,51,3927,0,0,1,0
87,/,28,3.107142857,0,0,0,1
19,+,48,67,1,0,0,0
94,-,39,55,0,1,0,0
64,*,21,1344,0,0,1,0
14,/,5,2.8,0,0,0,1
78,+,66,144,1,0,0,0
9,-,25,-16,0,1,0,0
8,*,31,248,0,0,1,0
5,/,30,0.166666667,0,0,0,1
18,+,16,34,1,0,0,0
54,-,50,4,0,1,0,0
33,*,45,1485,0,0,1,0
98,/,61,1.606557377,0,0,0,1
88,+,1,89,1,0,0,0
18,-,46,-28,0,1,0,0
98,*,62,6076,0,0,1,0
93,/,16,5.8125,0,0,0,1
1,+,18,19,1,0,0,0
2,-,31,-29,0,1,0,0
35,*,55,1925,0,0,1,0
60,/,16,3.75,0,0,0,1
58,+,54,112,1,0,0,0
62,-,23,39,0,1,0,0
39,*,51,1989,0,0,1,0
59,/,100,0.59,0,0,0,1
37,+,92,129,1,0,0,0
50,-,22,28,0,1,0,0
37,*,89,3293,0,0,1,0
33,/,47,0.70212766,0,0,0,1
27,+,60,87,1,0,0,0
33,-,50,-17,0,1,0,0
76,*,40,3040,0,0,1,0
76,/,32,2.375,0,0,0,1
56,+,25,81,1,0,0,0
98,-,41,57,0,1,0,0
25,*,80,2000,0,0,1,0
74,/,91,0.813186813,0,0,0,1
62,+,81,143,1,0,0,0
44,-,41,3,0,1,0,0
4,*,82,328,0,0,1,0
52,/,78,0.666666667,0,0,0,1
23,+,1,24,1,0,0,0
30,-,89,-59,0,1,0,0
34,*,68,2312,0,0,1,0
41,/,28,1.464285714,0,0,0,1
8,+,43,51,1,0,0,0
56,-,43,13,0,1,0,0
77,*,10,770,0,0,1,0
69,/,81,0.851851852,0,0,0,1
31,+,49,80,1,0,0,0
70,-,18,52,0,1,0,0
44,*,37,1628,0,0,1,0
96,/,57,1.684210526,0,0,0,1
3,+,99,102,1,0,0,0
66,-,71,-5,0,1,0,0
83,*,59,4897,0,0,1,0
22,/,29,0.75862069,0,0,0,1
85,+,95,180,1,0,0,0
37,-,56,-19,0,1,0,0
64,*,49,3136,0,0,1,0
6,/,7,0.857142857,0,0,0,1
78,+,66,144,1,0,0,0
29,-,32,-3,0,1,0,0
82,*,32,2624,0,0,1,0
7,/,99,0.070707071,0,0,0,1
37,+,40,77,1,0,0,0
52,-,16,36,0,1,0,0
37,*,82,3034,0,0,1,0
28,/,51,0.549019608,0,0,0,1
18,+,57,75,1,0,0,0
11,-,45,-34,0,1,0,0
92,*,80,7360,0,0,1,0
49,/,46,1.065217391,0,0,0,1
70,+,26,96,1,0,0,0
15,-,48,-33,0,1,0,0
80,*,30,2400,0,0,1,0
56,/,98,0.571428571,0,0,0,1
69,+,58,127,1,0,0,0
98,-,89,9,0,1,0,0
85,*,94,7990,0,0,1,0
66,/,85,0.776470588,0,0,0,1
12,+,45,57,1,0,0,0
66,-,64,2,0,1,0,0
9,*,54,486,0,0,1,0
46,/,79,0.582278481,0,0,0,1
27,+,58,85,1,0,0,0
78,-,99,-21,0,1,0,0
25,*,46,1150,0,0,1,0
34,/,99,0.343434343,0,0,0,1
19,+,48,67,1,0,0,0
43,-,36,7,0,1,0,0
89,*,20,1780,0,0,1,0
42,/,15,2.8,0,0,0,1
35,+,75,110,1,0,0,0
68,-,34,34,0,1,0,0
98,*,71,6958,0,0,1,0
4,/,21,0.19047619,0,0,0,1
3,+,81,84,1,0,0,0
89,-,23,66,0,1,0,0
21,*,69,1449,0,0,1,0
54,/,22,2.454545455,0,0,0,1
90,+,67,157,1,0,0,0
87,-,64,23,0,1,0,0
83,*,25,2075,0,0,1,0
17,/,13,1.307692308,0,0,0,1
24,+,65,89,1,0,0,0
87,-,88,-1,0,1,0,0
33,*,55,1815,0,0,1,0
83,/,48,1.729166667,0,0,0,1
98,+,90,188,1,0,0,0
98,-,69,29,0,1,0,0
25,*,79,1975,0,0,1,0
7,/,40,0.175,0,0,0,1
53,+,27,80,1,0,0,0
23,-,6,17,0,1,0,0
51,*,80,4080,0,0,1,0
52,/,12,4.333333333,0,0,0,1
91,+,87,178,1,0,0,0
14,-,28,-14,0,1,0,0
86,*,46,3956,0,0,1,0
10,/,58,0.172413793,0,0,0,1
19,+,85,104,1,0,0,0
37,-,78,-41,0,1,0,0
28,*,88,2464,0,0,1,0
3,/,21,0.142857143,0,0,0,1
4,+,27,31,1,0,0,0
81,-,7,74,0,1,0,0
99,*,39,3861,0,0,1,0
57,/,95,0.6,0,0,0,1
7,+,89,96,1,0,0,0
89,-,41,48,0,1,0,0
22,*,69,1518,0,0,1,0
63,/,99,0.636363636,0,0,0,1
18,+,24,42,1,0,0,0
36,-,63,-27,0,1,0,0
75,*,11,825,0,0,1,0
28,/,13,2.153846154,0,0,0,1
17,+,27,44,1,0,0,0
69,-,80,-11,0,1,0,0
29,*,86,2494,0,0,1,0
79,/,15,5.266666667,0,0,0,1
85,+,32,117,1,0,0,0
52,-,35,17,0,1,0,0
39,*,38,1482,0,0,1,0
35,/,67,0.52238806,0,0,0,1
33,+,83,116,1,0,0,0
68,-,38,30,0,1,0,0
56,*,83,4648,0,0,1,0
61,/,2,30.5,0,0,0,1
42,+,67,109,1,0,0,0
82,-,82,0,0,1,0,0
24,*,32,768,0,0,1,0
31,/,58,0.534482759,0,0,0,1
47,+,9,56,1,0,0,0
66,-,47,19,0,1,0,0
7,*,74,518,0,0,1,0
55,/,42,1.30952381,0,0,0,1
66,+,43,109,1,0,0,0
87,-,53,34,0,1,0,0
72,*,96,6912,0,0,1,0
34,/,31,1.096774194,0,0,0,1
20,+,67,87,1,0,0,0
46,-,30,16,0,1,0,0
18,*,42,756,0,0,1,0
14,/,36,0.388888889,0,0,0,1
30,+,30,60,1,0,0,0
25,-,98,-73,0,1,0,0
61,*,99,6039,0,0,1,0
0,/,100,0,0,0,0,1
34,+,62,96,1,0,0,0
54,-,80,-26,0,1,0,0
93,*,56,5208,0,0,1,0
74,/,82,0.902439024,0,0,0,1
59,+,55,114,1,0,0,0
20,-,87,-67,0,1,0,0
61,*,2,122,0,0,1,0
